Arsenal	GKP	Cech	£5.5	61	true	63	2
Arsenal	GKP	Macey	£?	0	false	0	0
Arsenal	GKP	Ospina	£4.9	0	false	0	0
Arsenal	DEF	Bellerín	£5.9	56	true	57	1
Arsenal	DEF	Chambers	£4.8	0	false	0	0
Arsenal	DEF	Debuchy	£?	0	false	0	0
Arsenal	DEF	Holding	£4.7	8	false	8	0
Arsenal	DEF	Kolasinac	£6.0	74	true	76	2
Arsenal	DEF	Koscielny	£6.0	46	true	48	2
Arsenal	DEF	Mertesacker	£4.9	12	true	14	2
Arsenal	DEF	Monreal	£5.5	69	true	71	2
Arsenal	DEF	Mustafi	£5.4	54	false	54	0
Arsenal	MID	Cazorla	£7.0	0	false	0	0
Arsenal	MID	Coquelin	£4.4	5	false	5	0
Arsenal	MID	Elneny	£4.5	11	false	11	0
Arsenal	MID	Iwobi	£5.1	23	false	23	0
Arsenal	MID	Maitland-Niles	£4.5	1	false	1	0
Arsenal	MID	Nelson	£4.9	0	false	0	0
Arsenal	MID	Ramsey	£7.1	79	true	81	2
Arsenal	MID	Sánchez	£11.9	57	true	62	5
Arsenal	MID	Walcott	£7.2	3	false	3	0
Arsenal	MID	Wilshere	£5.4	7	false	7	0
Arsenal	MID	Xhaka	£5.5	48	true	50	2
Arsenal	MID	Özil	£9.4	55	true	57	2
Arsenal	FWD	Giroud	£8.3	26	true	33	7
Arsenal	FWD	Lacazette	£10.4	64	true	66	2
Arsenal	FWD	Nketiah	�?	0	false	0	0
Arsenal	FWD	Welbeck	£7.5	32	true	33	1
Bournemouth	GKP	Begovic	£4.5	53	true	61	8
Bournemouth	GKP	Boruc	£4.3	0	false	0	0
Bournemouth	GKP	Federici	£4.0	0	false	0	0
Bournemouth	GKP	Ramsdale	£4.0	0	false	0	0
Bournemouth	DEF	Adam Smith	£4.8	25	false	25	0
Bournemouth	DEF	Aké	£4.9	45	true	46	1
Bournemouth	DEF	Brad Smith	£4.0	0	false	0	0
Bournemouth	DEF	Daniels	£4.9	54	true	55	1
Bournemouth	DEF	Francis	£4.4	23	true	24	1
Bournemouth	DEF	Mings	£4.4	0	false	0	0
Bournemouth	DEF	Simpson	£?	0	false	0	0
Bournemouth	DEF	Steve Cook	£4.9	36	true	37	1
Bournemouth	MID	Arter	£4.9	23	false	23	0
Bournemouth	MID	Fraser	£5.3	19	true	21	2
Bournemouth	MID	Gosling	£4.9	11	false	11	0
Bournemouth	MID	Ibe	£4.9	29	true	30	1
Bournemouth	MID	Lewis Cook	£4.4	13	true	17	4
Bournemouth	MID	Pugh	£4.8	18	false	18	0
Bournemouth	MID	Stanislas	£5.9	23	true	25	2
Bournemouth	MID	Surman	£4.6	57	true	62	5
Bournemouth	FWD	Afobe	£5.7	16	true	17	1
Bournemouth	FWD	Callum Wilson	£5.9	25	true	26	1
Bournemouth	FWD	Defoe	£7.8	25	true	38	13
Bournemouth	FWD	King	£7.2	38	true	40	2
Bournemouth	FWD	Mousset	£4.9	7	false	7	0
Brighton	GKP	Krul	£4.0	0	false	0	0
Brighton	GKP	Mäenpää	£4.0	0	false	0	0
Brighton	GKP	Ryan	£4.5	55	true	57	2
Brighton	DEF	Bong	£4.4	17	false	17	0
Brighton	DEF	Bruno	£4.5	43	true	44	1
Brighton	DEF	Duffy	£4.5	51	true	52	1
Brighton	DEF	Dunk	£4.4	34	true	35	1
Brighton	DEF	Goldson	£4.0	0	false	0	0
Brighton	DEF	Hünemeier	£3.9	1	false	1	0
Brighton	DEF	Rosenior	£4.0	3	false	3	0
Brighton	DEF	Schelotto	£4.5	3	false	3	0
Brighton	DEF	Suttner	£4.4	26	true	27	1
Brighton	MID	Brown	£5.3	12	true	14	2
Brighton	MID	Groß	£5.7	78	true	80	2
Brighton	MID	Izquierdo	£5.9	30	true	31	1
Brighton	MID	Kayal	£4.4	0	false	0	0
Brighton	MID	Knockaert	£5.7	43	false	43	0
Brighton	MID	March	£5.0	34	true	35	1
Brighton	MID	Molumby	£4.5	0	false	0	0
Brighton	MID	Murphy	£4.9	6	false	6	0
Brighton	MID	Pröpper	£5.4	41	true	43	2
Brighton	MID	Sidwell	£4.4	0	false	0	0
Brighton	MID	Skalak	£4.8	0	false	0	0
Brighton	MID	Stephens	£4.5	38	true	40	2
Brighton	FWD	Baldock	£4.9	0	false	0	0
Brighton	FWD	Hemed	£5.0	29	true	30	1
Brighton	FWD	Murray	£5.7	44	true	46	2
Burnley	GKP	Heaton	£4.9	8	false	8	0
Burnley	GKP	Legzdins	£4.0	0	false	0	0
Burnley	GKP	Lindegaard	£4.0	0	false	0	0
Burnley	GKP	Pope	£4.5	59	true	65	6
Burnley	DEF	Bardsley	£4.4	3	true	8	5
Burnley	DEF	Long	£4.0	0	true	7	7
Burnley	DEF	Lowton	£4.5	53	false	53	0
Burnley	DEF	Mee	£4.5	56	false	56	0
Burnley	DEF	Tarkowski	£4.5	50	true	56	6
Burnley	DEF	Taylor	£4.3	0	false	0	0
Burnley	DEF	Ward	£4.6	67	true	75	8
Burnley	MID	Arfield	£4.9	20	true	31	11
Burnley	MID	Brady	£5.5	56	false	56	0
Burnley	MID	Cork	£4.5	43	true	46	3
Burnley	MID	Defour	£5.5	38	true	41	3
Burnley	MID	Gudmundsson	£5.0	38	true	44	6
Burnley	MID	Hendrick	£5.4	42	true	43	1
