Arsenal	GKP	Cech	£5.5	82	true	84	2
Arsenal	GKP	Macey	£?	0	false	0	0
Arsenal	GKP	Ospina	£4.9	0	false	0	0
Arsenal	DEF	Bellerín	£5.9	85	true	93	8
Arsenal	DEF	Chambers	£4.8	3	true	5	2
Arsenal	DEF	Debuchy	£?	0	false	0	0
Arsenal	DEF	Holding	£4.7	11	true	12	1
Arsenal	DEF	Kolasinac	£6.0	78	false	78	0
Arsenal	DEF	Koscielny	£6.0	76	false	76	0
Arsenal	DEF	Mavropanos	£?	0	false	0	0
Arsenal	DEF	Mertesacker	£4.9	15	false	15	0
Arsenal	DEF	Monreal	£5.5	85	false	85	0
Arsenal	DEF	Mustafi	£5.4	64	true	65	1
Arsenal	MID	Cazorla	£7.0	0	false	0	0
Arsenal	MID	Coquelin	£4.4	7	false	7	0
Arsenal	MID	Elneny	£4.5	11	false	11	0
Arsenal	MID	Iwobi	£5.1	36	true	41	5
Arsenal	MID	Maitland-Niles	£4.5	13	true	15	2
Arsenal	MID	Nelson	£4.9	0	false	0	0
Arsenal	MID	Ramsey	£7.1	81	true	82	1
Arsenal	MID	Sánchez	£11.9	97	false	97	0
Arsenal	MID	Walcott	£7.2	5	true	6	1
Arsenal	MID	Wilshere	£5.4	29	true	30	1
Arsenal	MID	Xhaka	£5.5	68	true	69	1
Arsenal	MID	Özil	£9.4	81	false	81	0
Arsenal	FWD	Giroud	£8.3	36	false	36	0
Arsenal	FWD	Lacazette	£10.4	86	true	88	2
Arsenal	FWD	Nketiah	�?	0	false	0	0
Arsenal	FWD	Welbeck	£7.5	38	true	40	2
Bournemouth	GKP	Begovic	£4.5	69	true	71	2
Bournemouth	GKP	Boruc	£4.3	0	false	0	0
Bournemouth	GKP	Federici	£4.0	0	false	0	0
Bournemouth	GKP	Ramsdale	£4.0	0	false	0	0
Bournemouth	DEF	Adam Smith	£4.8	39	true	41	2
Bournemouth	DEF	Aké	£4.9	59	true	61	2
Bournemouth	DEF	Brad Smith	£4.0	0	false	0	0
Bournemouth	DEF	Daniels	£4.9	58	true	60	2
Bournemouth	DEF	Francis	£4.4	28	true	29	1
Bournemouth	DEF	Mings	£4.4	0	false	0	0
Bournemouth	DEF	Simpson	£?	1	false	1	0
Bournemouth	DEF	Steve Cook	£4.9	50	true	52	2
Bournemouth	MID	Arter	£4.9	27	false	27	0
Bournemouth	MID	Butcher	£?	0	false	0	0
Bournemouth	MID	Fraser	£5.3	43	true	48	5
Bournemouth	MID	Gosling	£4.9	29	true	30	1
Bournemouth	MID	Hyndman	�?	0	false	0	0
Bournemouth	MID	Ibe	£4.9	43	true	52	9
Bournemouth	MID	Lewis Cook	£4.4	25	true	27	2
Bournemouth	MID	Mahoney	�?	0	false	0	0
Bournemouth	MID	Pugh	£4.8	23	true	24	1
Bournemouth	MID	Stanislas	£5.9	29	false	29	0
Bournemouth	MID	Surman	£4.6	66	false	66	0
Bournemouth	FWD	Afobe	£5.7	23	true	24	1
Bournemouth	FWD	Callum Wilson	£5.9	28	false	28	0
Bournemouth	FWD	Defoe	£7.8	41	false	41	0
Bournemouth	FWD	King	£7.2	52	false	52	0
Bournemouth	FWD	Mousset	£4.9	10	true	11	1
Bournemouth	FWD	Wilson	�?	45	true	57	12
Brighton	GKP	Krul	£4.0	0	false	0	0
Brighton	GKP	Mäenpää	£4.0	0	false	0	0
Brighton	GKP	Ryan	£4.5	87	true	88	1
Brighton	DEF	Bong	£4.4	33	true	34	1
Brighton	DEF	Bruno	£4.5	64	true	65	1
Brighton	DEF	Duffy	£4.5	66	true	68	2
Brighton	DEF	Dunk	£4.4	59	true	60	1
Brighton	DEF	Goldson	£4.0	6	false	6	0
Brighton	DEF	Hünemeier	£3.9	1	false	1	0
Brighton	DEF	Rosenior	£4.0	3	false	3	0
Brighton	DEF	Schelotto	£4.5	7	false	7	0
Brighton	DEF	Suttner	£4.4	37	false	37	0
Brighton	MID	Brown	£5.3	16	false	16	0
Brighton	MID	Groß	£5.7	101	true	103	2
Brighton	MID	Izquierdo	£5.9	45	true	46	1
Brighton	MID	Kayal	£4.4	5	true	6	1
Brighton	MID	Knockaert	£5.7	60	true	62	2
Brighton	MID	March	£5.0	46	true	47	1
Brighton	MID	Molumby	£4.5	0	false	0	0
Brighton	MID	Murphy	£4.9	6	false	6	0
Brighton	MID	Pröpper	£5.4	57	true	59	2
Brighton	MID	Sidwell	£4.4	0	false	0	0
Brighton	MID	Skalak	£4.8	0	false	0	0
Brighton	MID	Stephens	£4.5	53	true	55	2
Brighton	FWD	Baldock	£4.9	0	true	1	1
Brighton	FWD	Hemed	£5.0	41	false	41	0
Brighton	FWD	Murray	£5.7	59	true	61	2
Burnley	GKP	Heaton	£4.9	8	false	8	0
Burnley	GKP	Legzdins	£4.0	0	false	0	0
Burnley	GKP	Lindegaard	£4.0	0	false	0	0
Burnley	GKP	Pope	£4.5	93	true	95	2
Burnley	DEF	Bardsley	£4.4	28	true	29	1
Burnley	DEF	Long	£4.0	27	false	27	0
Burnley	DEF	Lowton	£4.5	53	false	53	0
Burnley	DEF	Mee	£4.5	70	true	72	2
Burnley	DEF	Tarkowski	£4.5	69	true	71	2
Burnley	DEF	Taylor	£4.3	14	true	15	1
Burnley	DEF	Ward	£4.6	76	false	76	0
Burnley	MID	Arfield	£4.9	52	false	52	0
Burnley	MID	Brady	£5.5	56	false	56	0
Burnley	MID	Cork	£4.5	60	true	62	2
Burnley	MID	Defour	£5.5	60	true	61	1
Burnley	MID	Gudmundsson	£5.0	64	true	66	2
Burnley	MID	Hendrick	£5.4	58	true	60	2
Burnley	MID	Marney	£4.5	0	false	0	0
Burnley	MID	Nkoudou	£?	0	true	2	2
Burnley	MID	Ulvestad	£?	0	false	0	0
Burnley	MID	Walters	£5.3	3	false	3	0
Burnley	MID	Westwood	£4.4	7	false	7	0
Burnley	FWD	Barnes	£5.2	38	true	40	2
Burnley	FWD	Vokes	£6.0	38	true	40	2
Burnley	FWD	Wells	£4.9	3	true	4	1
Burnley	FWD	Wood	£6.6	49	false	49	0
Chelsea	GKP	Caballero	£4.9	0	false	0	0
Chelsea	GKP	Courtois	£5.5	93	true	99	6
Chelsea	GKP	Eduardo	£4.9	0	false	0	0
Chelsea	DEF	Alonso	£7.0	123	true	131	8
Chelsea	DEF	Azpilicueta	£6.6	114	true	121	7
Chelsea	DEF	Cahill	£6.3	52	true	53	1
Chelsea	DEF	Christensen	£5.5	59	true	60	1
Chelsea	DEF	David Luiz	£5.9	29	false	29	0
Chelsea	DEF	Moses	£6.5	56	true	62	6
Chelsea	DEF	Rüdiger	£5.9	75	true	81	6
Chelsea	DEF	Zappacosta	£5.9	44	false	44	0
Chelsea	MID	Ampadu	£?	1	false	1	0
Chelsea	MID	Bakayoko	£5.0	61	true	64	3
Chelsea	MID	Barkley	£?	0	false	0	0
Chelsea	MID	Drinkwater	£4.9	20	false	20	0
Chelsea	MID	Fàbregas	£6.9	57	true	58	1
Chelsea	MID	Hazard	£10.5	95	true	96	1
Chelsea	MID	Hudson-Odoi	�?	0	false	0	0
Chelsea	MID	Kanté	£5.1	62	true	64	2
Chelsea	MID	Kenedy	£4.8	0	false	0	0
Chelsea	MID	Musonda	£4.8	2	false	2	0
Chelsea	MID	Palmer	£?	0	false	4	4
Chelsea	MID	Pedro	£7.9	61	true	62	1
Chelsea	MID	Scott	£4.5	0	false	0	0
Chelsea	MID	Willian	£6.9	81	true	82	1
Chelsea	FWD	Batshuayi	£8.1	20	false	20	0
Chelsea	FWD	Morata	£10.3	96	true	97	1
Crystal Palace	GKP	Hennessey	£4.5	39	true	47	8
Crystal Palace	GKP	Henry	£?	0	false	0	0
Crystal Palace	GKP	Speroni	£4.0	36	false	36	0
Crystal Palace	DEF	Dann	£4.8	32	false	32	0
Crystal Palace	DEF	Delaney	£4.3	0	false	0	0
Crystal Palace	DEF	Fosu-Mensah	£4.5	23	true	32	9
Crystal Palace	DEF	Kelly	£4.3	23	true	29	6
Crystal Palace	DEF	Riedewald	£4.8	11	true	17	6
Crystal Palace	DEF	Sakho	£4.9	40	false	40	0
Crystal Palace	DEF	Schlupp	£4.8	39	false	39	0
Crystal Palace	DEF	Souaré	£4.5	0	false	0	0
Crystal Palace	DEF	Tomkins	£4.4	38	true	44	6
Crystal Palace	DEF	Ward	£4.8	27	false	27	0
Crystal Palace	DEF	van Aanholt	£5.2	14	true	20	6
Crystal Palace	MID	Cabaye	£5.4	46	false	46	0
Crystal Palace	MID	Kaikai	£4.4	1	false	1	0
Crystal Palace	MID	Lee Chung-yong	£4.4	4	false	4	0
Crystal Palace	MID	Loftus-Cheek	£4.5	53	false	53	0
Crystal Palace	MID	Lokilo	£4.4	0	false	0	0
Crystal Palace	MID	Lumeka	£4.5	1	false	1	0
Crystal Palace	MID	McArthur	£4.4	47	true	50	3
Crystal Palace	MID	Milivojevic	£4.7	61	true	64	3
Crystal Palace	MID	Mutch	£4.5	0	false	0	0
Crystal Palace	MID	Puncheon	£4.8	11	false	11	0
Crystal Palace	MID	Sako	£4.9	24	true	33	9
Crystal Palace	MID	Townsend	£5.7	72	false	72	0
Crystal Palace	MID	Wan-Bissaka	£?	0	false	0	0
Crystal Palace	MID	Zaha	£6.7	63	true	66	3
Crystal Palace	FWD	Anderson	£4.5	0	false	0	0
Crystal Palace	FWD	Benteke	£7.7	36	true	41	5
Crystal Palace	FWD	Ladapo	£4.5	1	false	1	0
Crystal Palace	FWD	Wickham	£5.4	0	false	0	0
Everton	GKP	Pickford	£5.0	88	true	90	2
Everton	GKP	Robles	£4.4	0	false	0	0
Everton	GKP	Stekelenburg	£4.4	0	false	0	0
Everton	DEF	Baines	£5.9	36	false	36	0
Everton	DEF	Coleman	£6.5	0	false	0	0
Everton	DEF	Funes Mori	£4.9	0	false	0	0
Everton	DEF	Holgate	£4.4	33	true	33	0
Everton	DEF	Jagielka	£4.9	27	true	26	-1
Everton	DEF	Keane	£5.4	35	false	35	0
Everton	DEF	Kenny	£4.4	45	true	45	0
