Arsenal	GKP	Cech	£5.5	87	true	88	1
Arsenal	GKP	Macey	£?	0	false	0	0
Arsenal	GKP	Ospina	£4.9	0	false	0	0
Arsenal	DEF	Bellerín	£5.9	95	true	95	0
Arsenal	DEF	Chambers	£4.8	5	false	5	0
Arsenal	DEF	Debuchy	£?	0	false	0	0
Arsenal	DEF	Holding	£4.7	12	false	12	0
Arsenal	DEF	Kolasinac	£6.0	79	false	79	0
Arsenal	DEF	Koscielny	£6.0	86	true	87	1
Arsenal	DEF	Mavropanos	£?	0	false	0	0
Arsenal	DEF	Mertesacker	£4.9	15	false	15	0
Arsenal	DEF	Monreal	£5.5	101	true	109	8
Arsenal	DEF	Mustafi	£5.4	67	true	68	1
Arsenal	MID	Cazorla	£7.0	0	false	0	0
Arsenal	MID	Coquelin	£4.4	7	false	7	0
Arsenal	MID	Elneny	£4.5	13	true	13	0
Arsenal	MID	Iwobi	£5.1	48	true	50	2
Arsenal	MID	Maitland-Niles	£4.5	16	false	16	0
Arsenal	MID	Mkhitaryan	£?	57	true	58	1
Arsenal	MID	Nelson	£4.9	1	false	1	0
Arsenal	MID	Ramsey	£7.1	82	true	84	2
Arsenal	MID	Sánchez	£11.9	97	false	97	0
Arsenal	MID	Walcott	£7.2	6	false	6	0
Arsenal	MID	Wilshere	£5.4	32	false	32	0
Arsenal	MID	Xhaka	£5.5	74	true	76	2
Arsenal	MID	Özil	£9.4	87	true	91	4
Arsenal	FWD	Aubameyang	£?	0	false	0	0
Arsenal	FWD	Giroud	£8.3	36	true	37	1
Arsenal	FWD	Lacazette	£10.4	96	true	98	2
Arsenal	FWD	Nketiah	�?	0	false	0	0
Arsenal	FWD	Welbeck	£7.5	40	false	40	0
Bournemouth	GKP	Begovic	£4.5	74	true	83	9
Bournemouth	GKP	Boruc	£4.3	0	false	0	0
Bournemouth	GKP	Federici	£4.0	0	false	0	0
Bournemouth	GKP	Ramsdale	£4.0	0	false	0	0
Bournemouth	DEF	Adam Smith	£4.8	43	false	43	0
Bournemouth	DEF	Aké	£4.9	63	true	79	16
Bournemouth	DEF	Brad Smith	£4.0	0	false	0	0
Bournemouth	DEF	Daniels	£4.9	62	true	70	8
Bournemouth	DEF	Francis	£4.4	31	true	39	8
Bournemouth	DEF	Mings	£4.4	0	false	0	0
Bournemouth	DEF	Simpson	£?	1	false	1	0
Bournemouth	DEF	Steve Cook	£4.9	54	true	61	7
Bournemouth	MID	Arter	£4.9	27	false	27	0
Bournemouth	MID	Butcher	£?	0	false	0	0
Bournemouth	MID	Fraser	£5.3	57	true	62	5
Bournemouth	MID	Gosling	£4.9	31	true	35	4
Bournemouth	MID	Hyndman	�?	0	false	0	0
Bournemouth	MID	Ibe	£4.9	55	true	63	8
Bournemouth	MID	Lewis Cook	£4.4	29	true	34	5
Bournemouth	MID	Mahoney	�?	0	false	0	0
Bournemouth	MID	Pugh	£4.8	24	true	25	1
Bournemouth	MID	Stanislas	£5.9	33	true	46	13
Bournemouth	MID	Surman	£4.6	66	false	66	0
Bournemouth	MID	Taylor	£?	0	false	0	0
Bournemouth	FWD	Afobe	£5.7	24	false	24	0
Bournemouth	FWD	Callum Wilson	£5.9	28	false	28	0
Bournemouth	FWD	Defoe	£7.8	41	false	41	0
Bournemouth	FWD	King	£7.2	53	true	59	6
Bournemouth	FWD	Mousset	£4.9	11	true	13	2
Bournemouth	FWD	Wilson	�?	59	true	73	14
Brighton	GKP	Krul	£4.0	0	false	0	0
Brighton	GKP	Mäenpää	£4.0	0	false	0	0
Brighton	GKP	Ryan	£4.5	90	true	94	4
Brighton	DEF	Bong	£4.4	34	true	38	4
Brighton	DEF	Bruno	£4.5	65	false	65	0
Brighton	DEF	Duffy	£4.5	67	true	71	4
Brighton	DEF	Dunk	£4.4	60	true	63	3
Brighton	DEF	Goldson	£4.0	5	false	5	0
